Index,Entry Word,Part of Speech,Affix,Definition
977,hroščo,n m,,"beetle, bug"
978,hrupno,adj,,noisy
979,hrupo,n m,,noise
980,hruška,n f,,pear tree
981,hruška,n f,,pear
982,hruškakoro kašt,n m,,pear tree
983,hrustanco,n m,,cartilage
984,hrzini,v itr,,neigh
985,hrzoni,v itr,,neigh
986,huhurja,n f,,mushroom
987,huja,n f,,walk
988,hujini,v tr,,mumble
989,hujskini,v tr,,incite
990,huli,n m,,potatoe
991,huljano,adj m,,of potatoe
992,hunjini,v itr,,"lament, complain"
993,hvala,part,,thank you
994,hvala,n f,,praise
995,hvaležno,adj,,thankful
996,hvaležnosti,n f,,gratitude
997,hvalini,v tr,,praise
998,hvalivo,n m,,bigmouth
999,i,conj,,and
1000,ideja,n f,,idea
1001,igra,n f,,game
1002,igralco,n m,,player
1003,igralka,n f,,player
1004,ikljovi,v itr,,go out
1005,ilovica,n f,,loam
1006,ime,n m,,name
1007,imenovini,v tr,,name
1008,informacija,n f,,information
1009,inštrumento,n m,,instrument
1010,inteligenca,n f,,intelligence
1011,inteligentno,adj,,intelligent
1012,iščhividi,v tr,,throw
1013,iskra,n f,,spark
1014,ispito,n m,,examination
1015,ispodeni,v tr,,"take off (shoes, clothes)"
1016,ispodeni pe,v itr,,"undress, take off (shoes, clothes)"
1017,isporavi,v tr,,undress
1018,ispraznini,v tr,,empty
1019,isto vrsta ,n phr,,"next to, alongside"
1020,iv,n f,,snow
1021,izakhari,v tr,,exclaim
1022,izaščovi,v itr,,stay away
1023,izazdi,v tr,,kick
1024,izbarjovi,v itr,,grow up
1025,izbini,v tr,,knock out
1026,izbira,n f,,choice
1027,izbirimbe,adv,,chosen
1028,izbirini,v tr,,"choose, select"
1029,izbokhaljovi,v itr,,starve to death
1030,izboljšanji,n m,,improvement
1031,izboro,n m,,selection
1032,izčhadi,v tr,,spew out
1033,izčhingeri,v tr,,cut out
1034,izčhori,v tr,,pour out
1035,izčhungadi,v tr,,spit out
1036,izcidi,v tr,,1. pull out 2. extract
1037,izčrpindo,adj m,,exhausted
1038,izčrpini,v itr,,exhaust
1039,izcurini,v itr,,leak
1040,izdel,v tr,,betray
1041,izdelko,n m,,production
1042,izdelko,n m,,product
1043,izdžani,v tr,,experience
1044,izginini,v itr,,disappear
1045,izgledo,n m,,appearance
1046,izgotovini,v tr,,work out
1047,izgotovljini,v tr,,work out
1048,izgovori,n m,,"excuse, pretext"
1049,izgrizini,v tr,,bite through
1050,izgriznini,v tr,,bite through
1051,izguba,n f,,loss
1052,izgubindo,adj m,,lost
1053,izhodo,n m,,exit
1054,izikali,v tr,,take out
1055,izjava,n f,,declaration
1056,izjema,n f,,exception
1057,izkaravi,v tr,,boil
1058,izkedi,v tr,,choose
1059,izkhosi,v tr,,extinguish
1060,izklesini,v tr,,carve
1061,izključini,v tr,,exclude
1062,izklopini,v tr,,turn off
1063,izkopini,v tr,,dig (out)
1064,izkopljini,v tr,,dig (out)
1065,izkoristini,v tr,,"use, exploit"
1066,izkrivini,v tr,,"twist, distort"
1067,izkrivljini,v tr,,"twist, distort"
1068,izkrvavini,v itr,,bleed to death
1069,izkušnja,n f,,experience
1070,izledo,n m,,excursion
1071,izletini,v itr,,"fly out, make an excursion"
1072,izleto,n m,,excursion
1073,izlizini,v tr,,lick
1074,izložba,n f,,shop window
1075,izmaknini,v tr,,misappropriate
1076,izmantrini,v itr,,tire out
1077,izmeki,v tr,,release
1078,izmena,n f,,shift
1079,izmerini,v tr,,measure
1080,izmislini,v tr,,invent
1081,izmolini,v tr,,ask for
1082,izmothavi,v tr,,prove
1083,izmučini,v itr,,tire out
1084,izobražini,v tr,,"train, educate"
1085,izparini,v itr,,evaporate
1086,izperi,v itr,,fall out
1087,izphandi,v tr,,open
1088,izphando,adj m,,open
1089,izphiravi,v tr,,"amount to, come to"
1090,izphuči,v tr,,sound out
1091,izpiji,v tr,,finish a drink
1092,izpito,n m,,examination
1093,izpocidi,v tr,,pull out
1094,izpophravi,v tr,,open
1095,izposodini,v tr,,borrow
1096,izpraznini,v tr,,empty
1097,izpučini,v tr,,pay out
1098,izpuravi,v tr,,undress
1099,izračunini,v tr,,calculate
1100,izravnini,v tr,,"balance, compensate"
1101,izrazo,n m,,expression
1102,izročini,v tr,,deliver
1103,izropini,v tr,,rob
1104,izsaščakeri,v tr,,heal
1105,izselini,v itr,,"move out, emigrate"
1106,izsikavi,v tr,,"train, educate"
1107,izsilini,v tr,,force
1108,izstradini,v itr,,starve to death
1109,izsušini,v tr,,dry
1110,izthabljovi,v itr,,burn down
1111,izthabovi,v itr,,burn down
1112,izthari,v tr,,burn out
1113,izthovi,v tr,,rinse
1114,iztradi,v tr,,"expell, banish"
1115,iztrgoni,v tr,,"1. tear (out) 2. steal, rob"
1116,izv(r)akeri,v tr,,"pronounce, speak out"
1117,izvabini,v tr,,lure
1118,izvertoni,v tr,,drill
1119,izvido,n m,,"examination, report"
1120,izviri,n m,,spring
1121,izvolini,v tr,,elect
1122,izvoro,n m,,"source, origin"
1123,izzovini,v tr,,challenge
1124,izžrebini,v tr,,draw the lot
1125,jač,n f,,eye
1126,jačhale keri,v itr,,wink
1127,jačhalo,adj m,,1. eye… 2. …-eyed
1128,jačmeno,n m,,barley
1129,jadro,n m,,sail
1130,jag,n f,,fire
1131,jaga,n f,,hunt
1132,jagano,n m,,"fireman, stoker"
1133,jageri,n m,,hunter
1134,jagoda,n f,,1. berry 2. strawberry
1135,jakh,n f,,eye
1136,jalo,adj m,,raw
1137,jalovo,adj,,sterile
1138,jama,n f,,1. pit 2. cave
1139,jama,n f,,cave
1140,jamrini,v itr,,moan
1141,januar,n m,,January
1142,januar,n f,,January
1143,japno,n m,,chalk
1144,Japonco,n m,,male Japanese
1145,Japonka,n f,,female Japanese
1146,jarko,n m,,trench
1147,jaro,n m,,egg
1148,jasli,n m,,nursery
1149,jasno,adv,,clear
1150,jasno,adj,,clear
1151,jastrebo,n m,,falcon
1152,javini,v tr,,report
1153,ječa,n f,,prison
1154,ječmeno,n m,,barley
1155,jegredo,n m,,dandelion
1156,jek,num card,,one
1157,jek,pron,,only
1158,jek avreste,adv,,each other
1159,jek dive,adv temp,,some day
1160,jekar,num mult,,once
1161,jekaškrugo,n m,,semicircle
1162,jekašphen,n f,,half-sister
1163,jekašphral,n m,,half-brother
1164,jeleno,n m,,stag
1165,jere,pron int,,why
1166,jere,pron int,,why
1167,jerni,n f,,file
1168,jesen,n m,,autumn
1169,jeseni,adv temp,,in autumn
1170,jesigo,n m,,vinegar
1171,jeza,n f,,anger
1172,jezbaco,n m,,badger
1173,jezero,n m,,lake
1174,jezini pe,v itr,,be angry
1175,jezno,adv qual,,"wicked, evil"
1176,jezno,adj,,agrily
1177,ježo,n m,,hedgehog
1178,jilo,n m,,heart
1179,jiv,n m,,snow
1180,jivano,adj m,,snowy
1181,jopič,n m,,jacket
1182,još,adv,,"1. still, yet 2. besides"
1183,još heder,adv,,even more
1184,jugo,n m,,south
1185,juli,n f,,July
1186,juli,n m,,July
1187,junij,n f,,June
1188,junij,n m,,June
1189,jupa,n f,,jacket
1190,Jurjevo,n m,,St. George's day
1191,jutro,adv temp,,tomorrow
1192,jutro,n m,,morning
1193,južina,n f,,lunch
1194,južno,adj,,southern
1195,ka,pron int,,which
1196,kablo,n m,,"wire, cable"
1197,kada,conj,,when
1198,kafa,n f,,coffee
1199,kahla,n f,,chamber pot
1200,kaj,pron int,,where
1201,kaja,pron dem f,,this
1202,kaja zima,adv temp,,this winter
1203,kak,n m,,uncle
1204,kakarjaška,n f,,woodpecker
1205,kakavi,n f,,"kettle, cauldron"
1206,kale,pron dem pl,,these
1207,kale buke,n m pl,,liver
1208,kalipe,n m,,blackness
1209,kaljovi,v itr,,"become black, turn black"
1210,kalo,adj m,,black
1211,kami,v tr,,want
1212,kamini,v tr,,want
1213,kamiono,n m,,truck
1214,kamnorezo,n m,,stone-cutter
1215,kan,n m,,earlap
1216,kan,n m,,ear
1217,kana,conj,,now
1218,kana,adv,,"than, as"
1219,kane,adv temp,,now
1220,kangeri,n f,,church
1221,kangli,n f,,comb
1222,kanglič,n f,,comb
1223,kanini,v tr,,try
1224,kanini,v tr,,"try, plan"
1225,kanta,n f,,pot
1226,kapa,n f,,cap
1227,kapela,n f,,chapel
1228,kapetano,n m,,captain
1229,kapi,v tr,,drink
1230,kapi tuv,v phr,,smoke
1231,kapica,n f,,little cap
1232,kapini,v itr,,"drip, flow"
1233,kapli,n,,"drink, beverage"
1234,kaplja,n f,,drop
1235,kapljica,n f,,gutter
1236,kapljini,v itr,,"drip, flow"
1237,kar,n m,,penis
1238,karado,adj m,,cooked
1239,karale,n m pl,,corn
1240,karalo,n m,,corn cob
1241,karamuso,n m,,mouse
1242,karavi,v tr,,cook
1243,karig,prep,,"towards, to"
1244,karigo,prep,,"towards, to"
1245,karta,n f,,"ticket, card"
1246,kartica,n f,,card
