Index,Entry Word,Part of Speech,Affix,Definition
2660,šivilja,n f,,šivilja
2661,sivo,adj,,siv
2662,šivo,n m,,šiv
2663,skačovini,v itr,,skočiti
2664,skala,n f,,skala
2665,skami,n f,,stol
2666,škandali,n m,,škandal
2667,skare,n f pl,,škarje
2668,škare,n f pl,,škarje
2669,škatla,n f,,škatla
2670,skedi,v tr,,zbirati
2671,skedibe,n m,,zbirka
2672,skeri,v tr,,1. urediti 2. razvrstiti
2673,skhosi,v tr,,1. izbrisati 2. zradirati
2674,skisini,v itr,,skisati se
2675,skladišče,n m,,skladišče
2676,sklenini,v tr,,1. zložiti 2. zapreti
2677,sklepini,v tr,,sklepati
2678,skočnini,v itr,,skočiti
2679,škoda,n f,,škoda
2680,škodljivo,adj,,škodljiv
2681,škodovini,v tr,,"škodovati, škoditi"
2682,skoko,n m,,skok
2683,skoraj,adv,,skoraj
2684,skorja,n f,,skorja
2685,škornja,n f,,škorenj
2686,skozi,prep,,skozi
2687,skrbi,n m,,skrbi
2688,skrbini,v tr,,skrbeti za
2689,skrbini pe,v itr,,biti zaskrbljen
2690,skrbnica,n f,,"varuh, skrbnica"
2691,skrbniko,n m,,"varuh, skrbnik"
2692,skrčini,v itr,,"1. krčiti se, skrčiti se 2. "
2693,skrinja,n f,,1. skrinja 2. omara
2694,skrivnost,n f,,skrivnost
2695,škrlatinka,n f,,škrlatinka
2696,škrobo,n m,,moč
2697,skromno,adj,,skromen
2698,skrtačini,v tr,,skrtačiti
2699,skučnini,v itr,,skočiti
2700,skudini,v tr,,"škodovati, škoditi"
2701,skupa,adv,,skupaj
2702,skupina,n f,,skupina
2703,skupno,adj,,skupen
2704,skupnosti,n m,,skupnost
2705,skupščina,n f,,skupščina
2706,skuz,adv,,"neprenehoma, ves čas"
2707,ta,conj,,da
2708,tabla,n f,,tabla
2709,tabori,n m,,tabor
2710,tačovi,v itr,,otopliti se
2711,tačuvi,v itr,,otopliti se
2712,taha,adv temp,,jutri
2713,tajini,v itr,,"topiti, raztopiti"
2714,tajnica,n f,,tajnica
2715,tajniko,n m,,"tajnik, sekretar"
2716,tajnost,n f,,skrivnost
2717,talavadba,n f,,"telesna vzgoja, telovadba"
2718,taljari,n m,,krožnik
2719,tama,n f,,tema
2720,tama,n f,,tema
2721,tamnini,v itr,,"temneti, potemneti"
2722,tamnini pe,v itr,,nočiti se
2723,tamno,adj,,temen
2724,tamno,adj,,temen
2725,tanco,n m,,ples
2726,tanko,adj m,,ozek
2727,tardžovi,v itr,,"1. stati 2. stopiti na, trdžovi"
2728,tasado,adj m,,"zadušen, utopljen"
2729,tasavi,v itr,,zadušiti
2730,tasavi,v tr,,zadaviti
2731,tašča,n f,,tašča
2732,taška,n f,,torbica
2733,tasto,n m,,tast
2734,tata,n m,,oče
2735,tatipe,n m,,vročina
2736,tato,adj m,,topel
2737,tatokrvno,adj,,1. razgret 2. vročekrven
2738,taušent,num card,,tisoč
2739,tav,n m,,nit
2740,tava,n f,,ponev
2741,tavine,n,,nit
2742,te,conj,,da
2743,tehnično,adj,,tehničen
2744,tehnika,n f,,tehnika
2745,tehniko,n m,,tehnik
2746,tekma,n f,,tekma
2747,tekočo,adj,,tekoč
2748,teksto,n m,,besedilo
2749,telco,n m,,tele
2750,tele,adv loc,,spodaj
2751,telefono,n m,,telefon
2752,telesno,adj,,telesen
2753,teleso,n m,,telo
2754,televizija,n f,,televizija
2755,telijal,adv loc,,od spodaj
2756,telo,n m,,telo
2757,telovadba,n f,,telovadba
2758,tema,n f,,tema
2759,tema,n f,,tema
2760,temeljo,n m,,temelj
2761,temno,adj,,temen
2762,temperatura,n f,,temperatura
2763,tempo,n m,,hitrost
2764,teorija,n f,,teorija
2765,tepco,n m,,tepec
2766,tepiho,n m,,preproga
2767,terdjovi,v itr,,"1. stati 2. stopiti na, trdžovi"
2768,termino,n m,,"rok, termin"
2769,ternipe,n m,,mladost
2770,terno,adj m,,mlad
2771,terpini,v tr,,trpeti
2772,tesari,n m,,tesar
2773,tesarini,v tr,,tesati
2774,tešč,adv,,tešč
2775,tesini,v tr,,tesati
2776,testamento,n m,,oporoka
2777,testo,n m,,testo
2778,teta,n f,,teta
2779,teža,n f,,teža
2780,težava,n f,,težava
2781,thabljovi,v itr,,goreti
2782,thabovi,v itr,,goreti
2783,thalik,n f,,"1. bluza 2. jopič, jopa"
2784,thardi,n f,,žganje
2785,thari,v tr,,zažgati
2786,thari pe,v itr,,goreti
2787,thav,n m,,nit
2788,them,n m,,"1. kopno, zemlja 2. svet"
2789,theri,v tr,,1. prejeti 2. zaslužiti 3. pridobiti
2790,thovano,adj m,,pralen
2791,thovi,v tr,,"prati, umivati"
2792,thovibe,n m,,1. pranje 2. kopel
2793,thud,n f,,mleko
2794,thuljovi,v itr,,zrediti se
2795,thulo,adj m,,1. debel 2. širok
2796,ti,conj,,da
2797,tigro,n m,,tiger
2798,tiho,n m,,tiho
2799,tiho,adv,,tišina
2800,tijani,v tr,,"tresti, stresati"
2801,tijani pe,v itr,,"drgetati, tresti se"
2802,tijanipe,n m,,drgetati
2803,tikno,prep,,"tik ob, pri"
2804,tikno,adj m,,majhen
2805,tilniko,n m,,"zatilje, tilnik"
2806,tinani,v tr/itr,,1. tresti 2. drgetati
2807,tipalka,n f,,tipalka
2808,tipka,n f,,tipka
2809,tipkini,v tr,,tipkati
2810,tiralica,n f,,tiralica
2811,tiro,n m,,tir
2812,tišina,n f,,tišina
2813,tiskovini,v tr,,1. pritisniti 2. pritiskati
2814,tišljari,n m,,mizar
2815,tisnini,v tr,,zmečkati (se)
2816,tisno,n f pl,,tesen
2817,tisočkrat,num mult,,tisočkrat
2818,tisočo,num ord,,tisoči
2819,tistafo,n m,,prt
2820,tlačoni,v tr,,"težiti, tlačiti"
2821,tlako,n m,,tlak
2822,toaleta,n f,,stranišče
2823,tobako,n m,,tobak
2824,toča,n f,,toča
2825,točini,v tr,,"točiti, natočiti"
2826,točka,n f,,točka
2827,točno,adv,,natančno
2828,topini,v tr,,topiti
2829,topini pe,v itr,,topiti se
2830,topnini,v itr,,"potiti se, znojiti se"
2831,topoli,n m,,topol
2832,torak,n m,,torek
2833,torba,n f,,torba
2834,torbica,n f,,torbica
2835,torko,n m,,torek
2836,tornini,v tr,,1. poriniti 2. izprazniti
2837,tovarna,n f,,tovarna
2838,tover,n m,,sekira
2839,tožba,n f,,tožba
2840,tožini,v itr,,tožiti
2841,tračnica,n f,,tračnica
2842,tradi,v tr,,1. voditi 2. voziti
2843,tradibe,n m,,vožnja
2844,tradicionalno,adj,,tradicionalno
2845,trajini,v itr,,trajati
2846,trako,n m,,trak
2847,traktori,n m,,traktor
2848,tramo,n m,,tram
2849,tramvaji,n m,,tramvaj
2850,travniko,n m,,travnik
2851,trdno,adj,,trden
2852,trdo,adj,,tog
2853,trdžovi,v itr,,1. stati 2. stopiti na
2854,trdžovi,v itr,,1. stati 2. stopiti na
2855,trdžovibe,n m,,1. stanje 2. korak
2856,trenutko,n m,,trenutek
2857,trenutno,adv,,1. trenuten 2. tekoč
2858,trepalnica,n f,,trepalnica
2859,trgo,n m,,trg
2860,trgoni,v itr,,"razparati, raztrgati"
2861,trgovco,n m,,trgovec
2862,trgovina,n f,,trgovina
2863,triba,n phr,,nujno je
2864,trideset,num card,,trideset
2865,tridesetkrat,num mult,,tridesetkrat
2866,trideseto,num ord,,trideseti
2867,trihalj,n m,,čevelj
2868,trihaljano,n m,,čevljar
2869,trin,num card,,tri
2870,trinajst,num card,,trinajst
2871,trinfuso,n m,,trinožnik
2872,trinvar,num mult,,trikrat
2873,trito,num ord,,tretji
2874,trizno,adj,,trezen
2875,trkoni,v tr,,tkati
2876,trma,n f,,kljubovanje
2877,trmasto,adj,,trmast
2878,trniko,n m,,tečaj
2879,trno,n m,,trn
2880,trnoskaro,adj m,,"trnov, trnast"
2881,tro,pron poss 2 sg m,,tvoj
2882,trobenta,n f,,trobenta
2883,trofini,v tr,,ugibati
2884,troha,adv,,manj
2885,tromi,v,,1. upati si 2. smeti
2886,trošini,v tr,,1. porabiti 2. izdajati
2887,trpežno,adj,,trajen
2888,trpini,v tr,,1. utrpeti 2. trpeti
2889,trpljenji,n m,,1. trpljenje 2. žalost
2890,truba,n f,,trobenta
2891,trudno,adj,,utrujen
2892,truga,n f,,krsta
2893,trulo,adj,,gnil
2894,trušalipe,n m,,žeja
2895,trušalo,adj m,,žejen
2896,tu,pron pers 2 sg,,ti
2897,tuča,n f,,toča
2898,tudi,adv,,"1. tudi, prav tako, poleg tega 2. nadalje"
2899,tujco,n m,,tujec
2900,tujka,n f,,tujka
2901,tujo,adj,,tuj
2902,tumaro,pron poss 2 sg m,,vaš
2903,tumen,pron pers 2 pl,,vi
2904,turistka,n f,,turistka
2905,turisto,n m,,turist
2906,turkovini,v tr,,poriniti
2907,ublini,v tr,,"(o)strgati, ostružiti"
2908,učardo,adj m,,skrit
2909,učari,v tr,,pokriti
2910,učasi,adv,,včasih
2911,učbeniko,n m,,učbenik
2912,učenco,n m,,učenec
2913,učenka,n f,,"šolarka, učenka"
2914,učhardo,adj m,,skrit
2915,učhari,v tr,,pokriti
2916,učharibe,n m,,pokrivalo
2917,učilnica,n f,,učilnica
2918,učiteljica,n f,,učiteljica
2919,učiteljnica,n f,,učiteljica
2920,učiteljno,n m,,učitelj
2921,učiteljo,n m,,učitelj
2922,učkini,v tr,,gugati se
2923,udarco,n m,,"udarec, sunek"
2924,udeležini pe,v itr,,udeležiti se
2925,udica,n f,,trnek
2926,udo,prep,,1. dokler ne 2. k
2927,udobno,adj,,udoben
2928,udovco,n m,,vdovec
2929,udovica,n f,,vdova
2930,udušini,v tr,,zadaviti
2931,uganini,v tr,,ugibati
2932,uganka,n f,,uganka
2933,ugasini,v tr,,"ugasiti, pogasiti"
2934,ugasnini,v itr,,ugasiti
2935,ugledno,adj,,ugleden
2936,ugledo,n m,,ugled
2937,uglji,n m pl,,oglje
2938,uglo,n m,,1. konec 2. rob 3. kot
2939,ugriznini,v tr,,odgrizniti
2940,ukažini,v tr,,ukazati
2941,ukazo,n m,,ukaz
2942,ukazovini,v tr,,ukazati
2943,ukeli,v tr,,1. jahati 2. nasesti 3. iti ven
2944,ukheli,v tr,,1. jahati 2. nasesti 3. iti ven
2945,ukrepini,v itr,,ukrepati
2946,ukršto,n m,,Velika noč
2947,ulica,n f,,ulica
2948,ulji,n m,,olje
2949,ulovo,n m,,lov
2950,umaknini,v tr,,vzeti nazaj
2951,umetnica,n f,,umetnica
2952,umetniko,n m,,umetnik
2953,umetnosti,n m,,umetnost
2954,umirini,v tr,,pomiriti
2955,umivalnica,n f,,umivalnica
2956,umivalniko,n m,,umivalnik
2957,umorini,v tr,,umoriti
2958,umoro,n m,,"1. umor 2. uboj, usmrtitev"
2959,unčkini,v tr,,gugati se
2960,uničini,v tr,,uničiti
2961,univerza,n f,,univerza
2962,upari,adv loc,,iznad
2963,uper,adv loc,,"gor, navzgor"
2964,upini,v tr,,upati
2965,upognini,v tr,,upogniti (se)
2966,upokojenco,n m,,"upokojenec, penzionist"
2967,upokojini pe,v itr,,iti v pokoj
2968,uporaba,n f,,"raba, uporaba"
2969,uporabini,v tr,,"uporabljati, uporabiti"
2970,uporabnica,n f,,uporabnica
2971,uporabniko,n m,,uporabnik
2972,uporabno,adj,,uporaben
2973,upoštevini,v tr,,1. paziti 2. upoštevati
2974,uprava,n f,,1. uprava 2. upravljanje
2975,upravičini,v tr,,dati pravico do
2976,upre,adv loc,,"nad, gor"
2977,upre,prep,,na
2978,uprijal,adv loc,,iznad
2979,uprumno,adj m,,zgornji
2980,ura,n f,,ura
2981,urado,adj m,,1. oblečen 2. pokrit
2982,uravi,v tr,,obleči
2983,uravi pe,v itr,,obleči se
2984,uredini,v tr,,1. urediti 2. razvrstiti
2985,urednica,n f,,urednica
2986,uredniko,n m,,urednik
2987,uresničini,v tr,,1. doseči 2. uresničiti
2988,urno,adj,,hiter
2989,ušeni,v tr,,gnesti
2990,ušini,v tr,,gnesti
2991,usko,adj,,tesen
2992,usluga,n f,,"biti všeč, ugajati"
2993,usmilini,v tr,,sočustvovati z
2994,usmiljano,n m,,usmiljenje
2995,usmiljenje,n m,,usmiljenje
2996,usnindo,adj,,usnjen
2997,usnja,n f,,usnje
2998,usoda,n f,,usoda
2999,uspeho,n m,,uspeh
3000,uspešno,adj,,uspešen
3001,uspini,v tr,,uspeti
3002,ustano,adj,,usten
3003,ustanova,n f,,"ustanova, institucija"
3004,ustanovini,v tr,,"ustanoviti, osnovati"
3005,ustanoviteljnica,n f,,ustanoviteljica
3006,ustanoviteljno,n m,,ustanovitelj
3007,ustava,n f,,ustava
3008,ustavini,v tr,,"ustaviti, zaustaviti"
3009,ustavini pe,v itr,,ustaviti se
3010,ustavrini,v tr,,ustvariti
3011,ustno,adj,,usten
3012,ustreljini,v itr,,1. ustreliti 2. streljati
3013,ustvarjanji,n m,,"ustvarjanje, stvaritev"
3014,utihnini,v itr,,utihniti
3015,utopini,v tr,,"utopiti, utapljati"
3016,utorak,n m,,torek
3017,utphando,adj m,,odprt
3018,utripo,n m,,"utrip, bitje"
3019,utrpini,v tr,,"ne imeti, biti brez"
3020,utrudini,v tr,,"utrujati, utruditi"
3021,utrujeno,adj,,utrujen
3022,uzal,prep,,ven iz
3023,uzar,prep,,ven iz
3024,uživini,v tr,,"uživati, užiti"
3025,uzo,prep,,ven iz
3026,va,n m,,1. roka 2. 
3027,vabilo,n m,,vabilo
3028,vabini,v tr,,zvabiti
3029,vaga,n f,,tehtnica
3030,vagini,v tr,,tehtati
3031,vaj,conj,,"ali, sicer"
3032,vaja,n f,,"vaja, vadba"
3033,vajenco,n m,,vajenec
3034,vajenka,n f,,vajenka
3035,vajeto,n m,,vajeti
3036,vajoti,n m pl,,vajeti
3037,vakeri,v tr,,1. reči 2. dejati 3. govoriti
3038,vakeri čorjal,v phr tr,,šepetati
3039,vale,adv temp,,"takoj, nemudoma"
3040,vale ka,conj,,brž ko
3041,valjari,n m,,valj
3042,valje,adv temp,,"takoj, nemudoma"
3043,valjini,v itr,,veljati
3044,valjoni,v tr,,"kotaliti, valiti"
3045,valjoni pe,v itr,,"kotaliti se, valiti se"
3046,vampi,n m pl,,drobovje
3047,vampiri,n m,,vampir
3048,vampo,n m,,trebuh
3049,vargajni,n m,,goba
3050,varianta,n f,,"varianta, različica"
3051,varini,v tr,,variti
3052,varno,adv qual,,varen
3053,varno,adj,,"varen, siguren"
3054,varnosti,n m,,varnost
3055,varo,n m,,moka
3056,varovini,v tr,,varovati
3057,varstvo,n m,,"zaščita, varstvo"
