Index,Entry Word,Part of Speech,Affix,Definition
403,jabuko,n m,,apple
404,jag,n f,,fire
405,jaj,interj,,oh!
406,jefkar,num mult,,1. one time 2. once
407,jego,n m,,"ice, frost, hail"
408,jek,art indef sg,,"a, an"
409,jek,num card,,one
410,jekhar,num mult,,1. one time 2. once
411,jekhavres,adv,,"each other, one another"
412,jekto,num ord,,first
413,kada,pron rel,,when
414,kada,pron int,,when
415,kaj,conj,,1. for 2. that
416,kaj,pron int,,"where, in which direction"
417,kajol,v itr,,turn black
418,kalo,adj m,,black
419,kamel,v tr,,"1. want, wish 2. love, like 3. owe"
420,kan,n m,,ear
421,kangli,n f,,comp
422,kaňhi,n f,,hen
423,kapa,n f,,"carpet, blanket"
424,kapuva,n f,,gate
425,kar,n m,,penis
426,karďalinel,v itr,,1. shoot 2. hunt
427,karo,n m,,thorn
428,kašt,n m,,"wood, tree"
429,kašuko,adj m,,deaf
430,kat,n f,,scissors
431,kaveja,n f,,coffee
432,kedel,v tr,,"collect, gather"
433,kekno ,adj m,,blue
434,kelo,n m,,throat
435,keral,v tr,,have sth. made
436,kerdo,adj m,,"1. made 2. artificial, false"
437,kereko,n m,,wheel
438,kerel,v tr,,"do, make"
439,kerel pe,v itr,,"pretend, feign"
440,kerko,adj m,,bitter
441,kermuso,n m,,mouse
442,kezdinel,v tr,,begin
443,khajt,adj,,"a few, a little"
444,khajtoro,adj m,,a little bit
445,khak,n f,,armpit
446,kham,n m,,sun
447,khamňi,adj f,,pregnant
448,khaňarel,v itr,,fart
449,khand,n f,,"smell, stink, bad smell"
450,khand,n f,,"smell, odour"
451,khandel,v itr,,stink
452,khangeri,n f,,church
453,khas,n m,,hay
454,khasel,v itr,,cough
455,khatar,adv loc,,from where
456,khelel,v itr,,1. dance 2. play
457,khelipe,n m,,"dance, dancing"
458,kher,adv loc,,"at home, home"
459,kher,n m,,house
460,kheral,adv loc,,from home
461,kherari,n m,,peddler (a Vlah Gypsy group)
462,khere cuj,adv phr,,homewards
463,khetan,adv mod,,together
464,khino,adj m,,tired
465,khoro,n m,,jug
466,khosel,v tr,,"wipe, dry"
467,khosel pe,v itr,,towel oneself
468,khosno,n m,,"kerchief, shawl"
469,khul,n m,,"droppings, shit"
470,khuro,n m,,"colt, foal"
471,khuvel,v tr,,"spin, plait, weave"
472,kia,prep,,towards
473,kia,pron int,,"where, in which direction"
474,kia astrarel,partv itr,,"set about, start"
475,kia rati ,adv phr,,towards evening
476,kija,pron int,,"where, in which direction"
477,kija,prep,,towards
478,kinel,v tr,,buy
479,kipo,n m,,picture
480,kiraji,n m,,king
481,kiraji,n m,,king
482,kiralin,n m,,butter
483,kirhej,n f,,boot
484,kirivni,n f,,godmother
485,kirivo,n m,,"godfather, sponsor"
486,kirno,adj m,,rotten
487,kiťi,pron int,,how many
488,klat,n,,clothes
489,klinco,n m,,nail
490,klučo,n m,,key
491,ko,pron int,,who
492,ko,pron rel,,who
493,kočiši,n m,,"coachman, driver"
494,kokalo,n m,,bone
495,kolin,n f,,breast
496,koňha,n f,,kitchen
497,kopal,n f,,stick
498,kopal,n f,,stick
499,kopano,n m,,"trough, hutch"
500,kopano,n m,,"trough, hutch"
501,koran,adv temp,,early
502,korisajvel,v itr,,go blind
503,korkori,adv mod,,by itself
504,korkoro,adj m,,alone
505,koro,adj m,,blind
506,kotor,n m,,piece
507,kovlo,adj m,,soft
508,krot,adv mod,,just
509,kruška,n f,,pear
510,kuč,adj,,expensive
511,kuč,adv mod,,costly
512,kuči,n f,,"cup, mug"
513,kuduši,n m,,beggar
514,kuku,n m,,egg
515,kuňhova,n f,,hut
516,kuňhovo,n m,,hut
517,kurel,v tr,,have sexual intercourse
518,kurke,adv temp,,on Sunday
519,kurkende,adv temp,,every Sunday
520,kurko,n m,,1. week 2. Sunday
521,lač korel,v phr,,"mock, deride"
522,lačhe,adv mod,,well
523,lačho,adj m,,good
524,ladč,n f,,shame
525,lakero,pron poss 3 sg m,,her
526,lakhel,v tr,,find
527,lakhel ari,v tr,,"guess, make out"
528,lampa,n f,,lamp
529,lanco,n m,,chain
530,langa,n f,,flame
531,lavel,v tr,,comb
532,lavel,v tr,,comb
533,lavel pe,v itr,,do one's hair
534,lažal pe,v itr,,be ashamed
535,le,pron pers 3 pl,,they
536,leg-,part comp,,superlative particle
537,leketa,n f,,apron
538,lel,v tr,,1. take 2. marry 3. receive
539,lel žuvjake,v phr,,marry
540,lengero,pron poss 3 sg m,,their
541,ležel,v tr,,"carry, take, lead"
542,ležel,v tr,,"carry, take, lead"
543,likerel,v tr,,"1. hold, keep 2. support, sustain"
544,likh,n f,,nit
545,lil,n m,,1. letter (message) 2. playing card
