Index,Entry Word,Part of Speech,Affix,Definition
988,lela lonestar,v phr,,procedure against the evil eye
989,lela man ... ,v,,it hurts …
990,lela palal,v phr,,throw out
991,lela pes,v itr,,get ready
992,lela te ...,v,,start with …
993,leleki,n m,,stork
994,len,n f,,"river, brook"
995,lenjakiri džamba,n phr,,frog
996,leši,n m,,"dead body, corpse"
997,leši-khandela,v itr,,smell decayed
998,likh,n f,,nits
999,likhalo,adj m,,full of nits
1000,lil,n m,,"1. anything written (letter, poem, prose etc.) 2. printings (book, document, ticket) 3. paper"
1001,lileskoro,adj m,,of paper
1002,limame,adj,,greedy
1003,limamendivola,v itr,,become greedy
1004,limameskerela,v tr,,make so. greedy
1005,limoni,n m,,lemon
1006,lindarela,v,,"make sb. take sth., let sb. take sth."
1007,lindra,n f,,"1. sleep 2. fatigue, weakness"
1008,lindralivola,v itr,,tire
1009,lindralo,adj m,,sleepy
1010,lipe,n m,,taking
1011,lipon (GR),part,,well…
1012,lipta,n f,,small coins
1013,lira,n f,,gold
1014,lixina,n f,,eczema
1015,lodavela ,v tr,,1. load 2. drive away
1016,lokhes,adv,,1. light 2. slow
1017,lokho,adj m,,1. light 2. slow
1018,lokho vast,n phr,,healing hands
1019,lolipe,n m,,redness
1020,loljarela,v tr,,make red
1021,loljola,v itr,,turn red
1022,lolo,adj m,,red
1023,lon,n m,,1. salt 2. spice
1024,londarela,v tr,,salt
1025,londo,adj m,,1. salted 2. spicy
1026,loš,n f,,joy
1027,lošandivola,v itr,,"rejoice, be jolly"
1028,lošanes,adv,,"joyful, jolly"
1029,lovalivola,v itr,,gain money
1030,love,n pl,,money
1031,lubuti,n m,,stick
1032,luludi,n f,,1. flower 2. blossom
1033,luludjalivola,v itr,,bloom
1034,luludjandivola,v itr,,bloom
1035,lumli,n f,,"untrue wife, prostitute, whore"
1036,lumljalivola,v itr,,"be untrue, become a whore"
1037,lumljandivola,v itr,,"be untrue, become a whore"
1038,lumlo,n m,,whore-monger
1039,lumni,n f,,"untrue wife, prostitute, whore"
1040,lumno,n m,,whore-monger
1041,luno,n m,,sickle
1042,lurida,n f,,"clan, family"
1043,ma,part neg,,not!
1044,mačho,n m,,fish
1045,mahala,n f,,"1. district, quarter 2. Gypsy quarter"
1046,mahluki,n m,,living being
1047,mahrume,adv,,"lacking, not having…"
1048,maja,n f,,love magic
1049,majmuna,n f,,bear
1050,makhela,v tr,,"smear, paint"
1051,makhi,n f,,fly
1052,makhjalivola,v itr,,be full of flies / maggots
1053,makhjandivola,v itr,,be full of flies / maggots
1054,makina,n f,,machine
1055,malaka,adv,,in vain
1056,maljame,adj,,smudgy (food)
1057,maljandivola,v itr,,become grimy
1058,malum,adv,,"clear, evident"
1059,mami,n f,,wetnurse
1060,maminela,v itr,,"stir, mix"
1061,mamuj,adv,,1. across 2. face-to-face
1062,mamusolengere čirikle,n phr,,turtle-doves
1063,mamusoli,n f,,stepmother
1064,mamusolo,n m,,stepfather
1065,manavi,n m,,store
1066,manda,n f,,water buffalo
1067,mandrin,n f,,shepherd's hut
1068,mandro,n m,,bread
1069,mangali,n m,,coal-pan
1070,mangela,v tr,,1. wish 2. want 3. love 4. ask 5. demand 6. beg
1071,mangin,n m,,1. property 2. treasure 3. jewelry
1072,mangipe,n m,,1. wish 2. love 3. demand 4. begging 5. courtship
1073,manglarela,v tr,,ask for a girl's hand
1074,mangluno,adj m,,beloved
1075,manija,n f,,"fit of rage, fury"
1076,manjas,n m,,meaning
1077,mara,n f,,cave
1078,marangame,adj,,"weak, worn out"
1079,marangindivola,v itr,,"fade, wither"
1080,mardarela,v itr,,"make sb. beat sb., have sb. beaten"
1081,mardjola,v itr,,be beaten
1082,marela,v tr,,"beat, knock"
1083,mas,n m,,meat
1084,masa,n f,,table
1085,masaldžis,n m,,story teller
1086,masali,n f,,"tale, fiction"
1087,masalivola,v itr,,be meaty
1088,masalo,adj m,,meaty
1089,masek,n m,,1. month 2. month of pregnancy
1090,maškar,n m,,middle
1091,maškaral,adv loc,,from the middle
1092,masskare,adv loc,,in the middle
1093,matičkos,n m,,drunkard
1094,matipe,n m,,1. drinking 2. drunkenness
1095,matjarela,v tr,,make so. drunk
1096,matjola,v itr,,get drunk
1097,mato,adj m,,drunk
1098,mavi,adj,,blue
1099,maviskerela,v,,make sth. blue
1100,mavrida,n f,,onychitis
1101,maxarime,adj,,1. impure 2. dirty
1102,maxaripe,n m,,impurity
1103,me,pron pers 1 sg,,I
1104,mehanes,n m,,inn
1105,mejvas,n m,,"fruit, fruits"
1106,mektepi,n m,,primary school
1107,mel,n f,,dirt
1108,melalivola,v itr,,get dirty
1109,melalo,adj m,,dirty
1110,meleki,n m,,angel
1111,meleki,n f,,angel
1112,melingi,n m,,temple
1113,meljardo,adj m,,"dirty, filthy"
1114,meljarela,v tr,,make dirty
1115,memeli,n f,,1. candle 2. wax
1116,memleketi,n m,,country
