Index,Entry Word,Part of Speech,Affix,Definition
728,dróto,n m,-i/-os-,"drót, huzal"
729,druklínel,v tr,-d-/-d-,"lök, meglök"
730,druklingérel,v tr,-d-/-d-,lökdös
731,dúdum,n m,-a/-es-,sütőtök
732,duge nakheskro,adj m,,hosszúorrú
733,duge pasterňakre,n pl,,"hosszúszoknyások, oláh cigányok, kolompárok"
734,duge pasterňále,n pl,,"hosszúszoknyások, oláh cigányok, kolompárok"
735,duge prengro,adj m,,hosszúlábú
736,dugípe,n m,—/-ípes-,hosszúság
737,dugisajárel,v tr,-d-/-d-,"kinyújt, hosszabbít"
738,dugo,adj m,,hosszú
739,dugóne,adv mod,,hosszan
740,duhano,n m,-i/-os-,dohány
741,dúj,num card,,kettő
742,dúj ezeri,num card,,kétezer
743,dúj šel,num card,,kétszáz
744,dúj vastengro,adj m,,"fizikai, kétkezi (munkás pl.)"
745,dújálo,adj m,,"kettős, dupla"
746,dújféliko,adj m,,kétféle
747,dújto,num ord,,második
748,ďujtó,n m,-óvi/-ós-,öngyujtó
749,dukh,n f,"-a, -ja/-a-, -ja-",fájdalom
750,dúkhal,v tr,-n-/-n-,fáj
751,dukhálo,adj m,,fájdalmas
752,ďűlöleto,n m,-i/-os-,gyűlölet
753,ďülölínel,v tr,-d-/-d-,"gyűlöl, meggyűlöl"
754,dumo,n m,-e/-es-,hát
755,ďümölčo,n m,-i/-os-,gyümölcs
756,dumuk,n f,"-a, -ja/-a-, -ja-",ököl
757,duplázínel,v tr,-d-/-d-,"megdupláz, megkettőz"
758,dúr,adv loc,,"messze, távol"
759,dúral,adv loc,,"messziről, távolból"
760,duréder,adv loc,,tovább
761,durutno,adj,,"messzi, távoli"
762,durvavo,adj m,,"durva, egyenetlen, goromba"
763,ďútó,n m,-óvi/-ós-,gyufa
764,dúvar,num mult,,kétszer
765,duzzadimo,adj m,,duzzadt
766,džal,v itr,-n-/-n-,"1. megy, elmegy 2. elindul, startol"
767,džal pal DAT,v phr itr,,követ
768,džal peske,v itr,,1. elmegy 2. elindul
769,džal romeste,v phr itr,,férjhez megy
770,džal te díkhen,v phr itr,,meglátogat
771,džamutro,n m,-e/-es-,"vő, vej"
772,džánel,v tr,-d-/-d-,"tud, megtud"
773,džanípe,n m,—/-ípes-,"tudás, ismeret"
774,džéne,n m pl,,emberek
775,džesso,n m,-i/-os-,dzsessz
776,dži,prep,,-ig
777,džíl,v itr,,él
778,dživdo,adj m,,eleven
779,džível,v itr,-d-/-d-,él
780,džúfal,n f,"-a, -ja/-a-, -ja-",árnyék
781,džúkel,n m,-a/-es-,kutya
782,džuklano,adj m,,kutya-
783,džukli,n f,"-a, -ja/-a-, -ja-",szuka
784,džuklo,adj m,,rossz
785,džungálo,adj m,,csúnya
786,džuv,n f,"-a, -ja/-a-, -ja-",tetű
787,džuválo,adj m,,tetves
788,džuvjikáne,adv qual,,nőiesen
789,džuvjikáno,adj m,,nőies
790,džuvjiko,adj m,,női
791,ebédo,n m,-i/-os-,ebéd
792,éberno,adj m,,éber
793,eccerümno,adj m,,egyszerű
794,eďátalán,adv,,egyáltalán
795,eďébként,adv,,"egyébként, máskülönben"
796,eďenešen,adv mod,,egyenesen
797,eďenešno,adj m,,egyenes
798,eďenlőmno,adj m,,egyenlő
799,eďeššégo,n m,-i/-os-,egyezség
800,eďetlenno,adj m,,egyetlen
801,eďezínel,v tr,-d-/-d-,megegyezik
802,eďformán,adv,,egyformán
803,edíňo,n m,-i/-os-,edény
804,eďneháňa,adj indef,,néhány
805,éfélimiša,n f,-i/-a-,éjféli mise
806,éfélo,n m,-i/-os-,éjfél
807,éfta,num card,,hét
808,éftato,num ord,,hetedik
