Index,Entry Word,Part of Speech,Affix,Definition
1374,vajki,n m pl,,vályog
1375,vakerel,v itr,,beszél
1376,valovo,adj m,,1. vhová való 2. hozzáillő
1377,varekaj,adv loc,,"valahol, valahová"
1378,varekana,adv temp,,valamikor
1379,vareko,pron indef,,valaki
1380,varekon,pron indef,,valaki
1381,varekon,pron indef,,valaki
1382,varesar,adv mod,,valahogy
1383,vareso,pron indef,,valami
1384,varesosko,pron indef,,valamilyen
1385,variso,pron indef,,valami
1386,varňuvo,n m,,varjú
1387,vaš,prep,,-ért
1388,vast,n m,,kéz
1389,vazdel,v tr,,"emel, felemel"
1390,vazdel opre,partv,,"emel, felemel"
1391,vedra,n f,,vödör
1392,veš,n m,,erdő
1393,vi,adv mod,,is
1394,vičinel,v itr,,1. kiált 2. sír
1395,viďazinel,v tr,,vigyáz
1396,vigo,n m,,vége
1397,vizitka,n f,,blúz
1398,vlahika,adv mod,,1. románul 2. oláh cigány nyelven
1399,vlaho,n m,,1. román 2. oláh cigány
1400,vlašicka,adv mod,,1. románul 2. oláh cigány nyelven
1401,vlaxo,n m,,1. román 2. oláh cigány
1402,vo,pron pers 3 sg m,,ő
1403,voj,pron pers 3 sg f,,ő
1404,voja,n f,,kedv
1405,vojasa,adv,,"vidáman, szívesen"
1406,von,pron pers 3 pl,,ők
1407,vonato,n m,,vonat
1408,vorba,n f,,"1. szó, beszéd 2. nyelv 3. ügy"
1409,vorbinel,v itr,,beszél
1410,vorta,adv mod,,egyenesen
1411,vrama,n m,,idő
1412,vrama,n f,,idő
1413,vrema,n m,,idő
1414,vrema,n f,,idő
1415,vreme,n f,,idő
1416,vreme,n m,,idő
1417,vudar,n m,,ajtó
1418,vujica,n f,,utca
1419,vulica,n f,,utca
1420,vurdon,n m,,szekér
1421,vušt,n m,,ajak
1422,xaben,n m,,étel
1423,xajing,adv mod,,kút
1424,xal,v tr,,eszik
1425,xal avri,partv,,kirág
1426,xal opre,partv,,felfal
1427,xal pe,v itr,,veszekszik
1428,xal tele,partv,,lerág
1429,xalavel,v tr,,öblít
1430,xap,v,,"elkap, megragad"
1431,xarbuzo,n m,,sárgadinnye
1432,xarkom,n f,,réz
1433,xarkomari,n m,,csendőr
1434,xasajipe,n m,,pusztulás
1435,xasajipo,n m,,pusztulás
1436,xasajvel,v itr,,elvész
1437,xinďel,v itr,,szarik
1438,xindi,n f,,árnyékszék
1439,xiňel,v itr,,szarik
1440,xoji,n f,,harag
1441,xoľarel,v itr,,"haragszik, megharagszik"
1442,xoľarel,v tr,,mérgesít
1443,xoľi,n f,,harag
1444,xolo,n m,,nadrág
1445,xoxamno,n m,,hazug
1446,xoxavel,v tr,,"1. becsap, hazudik 2. csal, csábít"
1447,xu,n f,,lyuk
1448,xudel,v tr,,"fog, megfog, megragad, kap"
1449,xunavel,v tr,,ás
1450,xurďarel,v tr,,aprít
1451,xurdo,adj m,,apró
1452,xurďol,v itr,,szétmorzsolódik
1453,xuťel,v itr,,ugrik
1454,xuťel,v itr,,"felugrik, felrepül"
1455,xuťel opre,partv,,felugrik
1456,xuťerel,v tr,,"fog, megfog"
1457,xuťerel tele,partv,,"letartóztat, lefog"
1458,xutrel,v itr,,"fog, megfog"
1459,xutrel tele,partv,,"letartóztat, lefog"
1460,xuv,n f,,lyuk
1461,xuvardo,adj m,,lyukas
1462,zalij pe,v itr,,szédül
1463,zar,n f,,"szőr, fanszőr"
1464,zarvalo,adj m,,szőrös
1465,zedno,adj m,,zöld
1466,zeja,n pl,,"far, tompor"
1467,zeje,n pl,,"far, tompor"
1468,zelero,adj m,,zöld
1469,zelnero,adj m,,zöld
1470,zen,n f,,nyereg
1471,zibano,n m,,vonat
1472,zijan,n,,kár
1473,zor,n f,,erő
1474,zubuno,n m,,kabát
1475,žudo,adj m,,eleven
1476,zumadi,n f,,kovász
1477,zumavel,v tr,,"megpróbál, megkóstol"
1478,zumi,n f,,leves
1479,zumipo,n m,,próba
1480,zuralo,adj m,,erős

