Index,Entry Word,Part of Speech,Affix,Definition
350,dêvlakuno,adj m,,"holy, sacred"
351,dêvlîtko,adj,,1. religious 2. divine
352,direktoro,n m,,director
353,divo,n m,,surprise
354,dîkhel,v itr,,look
355,dîkhel,v tr,,"1. see 2. watch, observe"
356,dîkhibê,n m,,1. observation 2. meeting
357,dîlîno,adj m,,"mad, crazy, silly, stupid, foolish"
358,dîľňakirêl,v tr,,fool
359,dîlnîpê,n m,,stupidity
360,dîlno,n m,,fool
361,dîržo,n m,,belt
362,dîšînêl,v itr,,breathe
363,dîvês,n m,,day
364,dîvêsîtko,adj,,daily
365,dîxlo,n m,,kerchief
366,dîxno,adj m,,visible
367,dľona,n f,,palm of hand
368,do,adv,,in
369,do duripê,adv phr,,"across, beyond"
370,do ghučipê,adv phr,,up
371,do kokoro,adj indef,,same
372,do nizo,adv phr,,below
373,do nizo,adv phr,,down
374,do poratê,conj,,since
375,do poratê,adv phr,,since then
376,dobavinêl,v tr,,add
377,dočhindlo,adj,,written
378,dodžal,v itr,,approach
379,dodžinêl-pê,v itr,,wonder
380,doja,pron dem f,,that (f.)
381,dokharêl,v tr,,name
382,dolê,pron dem m pl,,those (pl.)
383,dolê,pron dem m pl,,those (m.)
384,dolo,n m,,valley
385,domarêl-pê,v tr,,achieve
386,domêkhel,v tr,,allow
387,dopačal,v itr,,trust
388,dophênêl,v itr,,confirm
389,dophênêl,v tr,,"1. urge, order 2. force 3. prove"
390,dophênîbê,n m,,"order, claim"
391,doprinčkirêl-pê,v itr,,confess
392,dorakiribê,n m,,"agreement, contract"
393,dorêsêl,v tr,,"get, receive"
394,dorosêl,v tr,,"obtain, get"
395,dosči,v,,suffice
396,dosči,adj,,sufficient
397,došêl,v tr,,milk
398,doši,adj indef,,enough
399,doši,adv,,enough
400,dotasavêl,v tr,,bind
401,dotêrdžjol,v itr,,insist
402,dotradêl,v itr,,reach
403,dova,pron dem m,,that (m.)
404,dova,adj,,"past, previous"
405,doxal,v tr,,annoy
406,doxtori,n m,,doctor
407,dožêkinêl,v itr,,promise
408,drab,n m,,medicine
409,drabitka čaŕa,n phr pl,,herb(s)
410,drapinêl,v tr,,scrape
411,dražninêl,v tr,,taunt
412,drom,n m,,"way, road"
413,droto,n m,,wire
414,družba,n f,,friendship
415,dud,n m,,light
416,duj,num card,,two
417,duj molo,num mult,,twice
418,duj šêla,num card,,two hundred
419,duj tisjoncy,num card,,two thousand
420,dujdžênê,num,,both
421,dukh,n f,,pain
422,dukhal,v itr,,ache
423,dukhando,adj,,"1. hurt, injured 2. painful"
424,duminêl,v itr,,1. think 2. suppose
425,dumka,n f,,thought
426,dumo,n m,,back
427,dur,adv,,far (away)
428,dur,adj,,distant
429,durêdyr,adv,,1. further 2. away
430,durikano,adj m,,far
431,duripê,n m,,distance
432,duripnastê,adv,,"from a distance, from afar"
433,duša,n f,,soul
434,duxo,n m,,spirit
435,dyvêsê,adv temp,,in the daytime
436,džal,v itr,,go
437,džal čixêdîr,v phr itr,,slow down
438,džal pal,v phr itr,,follow
439,džal palê rom,v phr itr,,get married
440,džal pêske,v phr itr,,go away
441,džal têlê,v phr itr,,descend
442,džêlinêl-pê,v itr,,share
443,dži,n m,,heart
444,džido,adj m,,"alive, living"
445,džiipê,n m,,life
446,džiipnaskro,adj m,,lively
447,džiko,adj,,wild
448,džiko balîčho,n phr m,,wild boar
449,džiňčikrdo,adj m,,long
450,džinčkirdoghêrêngiro,adj m,,long-legged
451,džinčkirdonakheskiro,adj m,,long-nosed
452,džinčkirêl,v tr,,spread
453,džiňčkiribê,n m,,"duration, length"
454,džinêl,v tr,,know
455,džinîpê,n m,,knowledge
456,dživêl,v itr,,1. live 2. live (stay)
457,dživinêl,v tr,,surprise
458,dživinêl-pê,v itr,,be surprised
459,džjake,prep,,as
460,džjakes pêske,adv phr,,for no reason
461,džjangavêl,v tr,,wake up (so.)
462,džov,n f,,oat
463,džukel,n m,,dog
464,džukeloro,n m,,puppy
465,džuklî,n f,,bitch
466,džuklorê,n pl,,police
467,džukloro,n m,,policeman
468,džulikanês,adv,,womanly
469,džulikano,adj m,,"feminine, female"
470,džulî,n f,,"woman, lady"
471,džulî aleňo,n phr f,,stag
472,džulî ru,n phr f,,female wolf
473,džulî zajunco,n phr f,,female hare
474,džuv,n f,,louse
475,džuvalo,adj m,,lousy
476,ê,art def f sg,,the (f.)
477,êfta,num card,,seven
478,êftadêša,num card,,seventy
479,êftato,num ord,,seventh
480,êkonomičesko,adj,,economic
481,êlektro,n m,,electricity
482,êlkuňa,n f,,elbow
483,êňa,num card,,nine
484,êňadêša,num card,,ninety
485,êňato,num ord,,ninth
486,êrškečo,n m,,thorn
487,fabrika,n f,,factory
488,fakto,n m,,fact
489,farbinêl,v tr,,"dye, colour"
490,fartuxa,n f,,apron
491,fasoľo,n m,,french bean
492,fêdêdyr,adv,,better
493,fêdyr,adv,,1. better 2. rather
494,fêdyr sarêstê,adv phr,,best
495,fêlda,n f,,1. field 2. meadow 3. pasture
496,fêni,adv,,"only, merely"
497,fevraľo,n m,,February
498,figura,n f,,figure
499,filačin,n f,,1. castle 2. kingdom
500,firloča,n f,,glove
501,flama,n f,,"flame, blaze"
502,foritko,adj,,municipal
503,forma,n f,,form
504,foro,n m,,town
505,frukto,n m,,fruit
506,ftorko,n m,,Tuesday
507,fuj,adv,,badly
508,fuj,adj,,evil
509,fujipê,n m,,1. evil 2. crime
510,gabaipnaskiri,n f,,singer (f.)
511,gabaipnaskiro,n m,,singer (m.)
512,ǧabapê,n m,,singing
513,gad,n m,,shirt
514,gadži,n f,,Non-Gypsy woman
515,gadžkano,adj m,,non-Gypsy
516,gadžo,n m,,Non-Gypsy man
517,garavêl,v tr,,1. hide (sth.) 2. bury
518,garavêl-pê,v itr,,hide (os.)
519,gav,n m,,village
520,gavitko,adj,,"agricultural, rural"
521,gazeta,n f,,newspaper
522,gazo,n m,,gas
523,genstinêl,v tr,,"make stiff, stiffen"
524,gensto,adj,,"thick, dense"
525,ghadêl,v tr,,lift
526,ghadêl-pê,v itr,,rise
527,ghaľol,v tr,,understand
528,ghaľol-pê,v itr,,guess
529,ghandêl,v tr,,"comb, brush"
530,ghanêl,v tr,,dig
531,ghaning,n f,,well
532,ghara,adv,,1. long ago 2. for a long time
533,gharatuno,n m,,past
534,gharatuno,adj m,,"1. ancient, historical 2. public 3. future"
535,gharêdyr,adv temp,,earlier
536,ghêrakiro paľco,n phr m,,toe
537,ghêroj,n f,,leg
538,ghêroj,n m,,ankle
539,ghimitrinêl,v itr,,neigh
540,ghîrîl,n f,,pea
541,ghojnês,adv,,normally
542,ghojno,adj,,"good, well"
543,ghostrinêl,v tr,,sharpen
544,ghostrinêl-pê,v itr,,become sharp
545,ghostro,adj,,1. sharp 2. hot (spicy)
546,ghučibê,n m,,height
547,ghučibnastê,adv loc,,from above
548,ghučo,adj m,,1. high 2. tall
549,ghurel,v tr,,"dress, put on (clothes)"
550,ghurel-pê,v itr,,dress os.
551,ghurňal,v itr,,fly
552,ghuŕol,v tr,,put shoes on (someone else)
553,ghuŕol-pê,v itr,,put one's shoes on
554,giľgiňa,n f,,nettle
555,gilî,n f,,song
556,ginêl,v itr,,1. read 2. numerize
557,gitara,n f,,guitar
558,giv,n m,,rye
