Index,Entry Word,Part of Speech,Affix,Definition
2044,uŕavel,v tr,-ď/-d,put on
2045,uŕavkerel,v tr,-ď/-d,"force to fly, fling"
2046,urdon,n m,-a/-ês,"cart, Gipsy-caravan"
2047,uŕel,v tr,-ď/-d,put on
2048,uš,n m,-ês/-a,lip
2049,ušadijel,v itr,-ď/-îmê,"look like, resemble"
2050,ušarďol,v itr,-iľ/—,"fight, wrestle sb."
2051,ušarel,v tr,-ď/-d,fight sb. down
2052,uśavel,v tr,-ď/-d,attack sb.
2053,uśel,v itr,-ď/-d,stand up
2054,ušlo,adj m,,inflated (about  dough etc.)
2055,ušľol,v itr,-iľ/—,rise (about  dough or pastry)
2056,uštalo,adj m,,thick-lipped
2057,ustas,n m,-adês/-as,foreman
2058,va,part,,yes
2059,vaj,part,,1. indeed 2. you see!
2060,vaj,interj,,"oh, ouch"
2061,vanro,n m,-ê/-ês,egg
2062,vaŕa,n f,-ja/-ja,sledge-hammer
2063,vardijel,v tr,-ď/-îmê,"look out, look over"
2064,vare,n pl,,various kinds of flour
2065,varo,n m,-ê/-ês,flour
2066,vas,n m,-adês/-as,arm
2067,vastuno,adj m,,1. handy 2. something that you can touch or use with your hand 3. light-fingered
2068,vatra,n f,-ja/-ja,the place where the fire was kindled
2069,vaxîti,n m,-ja/-es,time
2070,vaxtîra,n f,-ja/-ja,tool for putting out the fire in a forge
2071,vazdel,v tr,-ď/-d,raise
2072,vazdiňol,v itr,-iľ/—,rise
2073,ven,n m,-a/-ês,winter
2074,vende,adv temp,,in the winter
2075,vendutno,adj m,,winter's
2076,venǩarel,v tr,-ď/-d,spend the winter
2077,verkaj,adv indef,,everywhere
2078,verkatap,adv indef,,from everywhere
2079,verkate,adv indef,,everywhere
2080,verkon,adv indef,,"any, anyone (animate object)"
2081,veš,n m,-a/-ês,forest
2082,vešalo,adj m,,forest's
2083,vigňa,n f,-ja/-ja,place for the fire in the blacksmith's shop
2084,vrasi,n m,-ja/-es,spark
2085,vraskerel,v tr,-ď/-d,boil sth.
2086,vrazel,v itr,-ď/-d,"boil, seethe"
2087,vrežda,n f,-ja/-ja,"transverse stake, supporting a roof of a tent"
2088,vuldaki,n m,-ja/-es,cover
2089,vurluki,n m,-ja/-es,naughty child
2090,xaberi,n m,-ja/-es,news
2091,xaberi,n m,,"soup, funeral repast"
2092,xaboro,n m,,soup
2093,xači,n m,-ja/-es,cross
2094,xaćlîisa,n f,-ja/-ja,Cristian (female)
2095,xaćlîs,adj m,,baptized
2096,xaćlîs,n m,-îdês/-îs,Cristian
2097,xade,interj,,let's go
2098,xade,part,,let's go
2099,xaj,part,,"well, let, as if, probably"
2100,xajati,n m,-ja/-es,"antechamber, corridor"
2101,xajtani,n m,-ja/-es,lace
2102,xajvani,n m,-ja/-es,animal
2103,xajvari,n m,-ja/-es,roe
2104,xajvarlîs,adj m,,roed (about a fish)
2105,xajxuj,interj,,"hubbub, clatter"
2106,xal,v tr,-ľ/-l,eat
2107,xal ladźavo,v phr itr,,"be ashamed, be embarrassed"
2108,xal sovel,v phr itr,,swear
2109,xal sovľa,v phr itr,,swear
2110,xaľarďol,v itr,-iľ/—,wash oneself
2111,xaľarel,v tr,-ď/-d,warn
2112,xaľarel,v tr,-ď/-d,"wash, clean metal from rust"
2113,xalavdo,n m,-ê/-ês,soldier
2114,xali,n m,-ja/-es,opportunity
2115,xalija,n f,,carpet
2116,xalkas,n m,-adês/-as,part of a harness
2117,xalo,adj m,,cleaned
2118,xaľol,v tr,-iľ/—,"understand, be able, feel"
2119,xaľol,v itr,-iľ/—,be eaten
2120,xaľol,v itr,-iľ/—,"be washed, be cleaned"
2121,xalva,n f,-ja/-ja,Halva (nut marzipan)
2122,xamari,n m,-ja/-es,1. eater 2. boarder
2123,xamsizel,v itr,-ď/-d,yawn
2124,xandaki,n m,-ja/-es,"hole, pit, dump"
2125,xanďol,v itr,-iľ/—,be eaten
2126,xandźozel,v itr,-ď/-d,1. itch 2. scratch oneself
2127,xandźuvďol,v itr,-iľ/—,1. itch 2. scratch oneself
2128,xandźuvel,v tr,-ď/-d,itch
2129,xanik,adv temp,,"at first, before, few"
2130,xaning,n f,-ja/-ja,well
2131,xanisa,adj indef,,a little bit
2132,xape,n m,-atês/-as,food
2133,xapla,n f,-ja/-a,fool
2134,xar,n f,-ja/-ja,"river, pond"
2135,xaramdziisa,n f,-ja/-ja,unholy
2136,xaramdzis,n m,-îdês/-is,"unholy, devil"
2137,xarami,adj,,"evil, dishonoured"
2138,xarastari,n m,-ja/-es,chisel
2139,xarbas,n m,-adês/-as,dray cart
2140,xarňarel,v tr,-ď/-d,shorten
2141,xarnes,adv loc,,short (about the length)
2142,xarno,adj m,,short (about the length)
2143,xarňol,v itr,-iľ/—,"get short, become short, be shortened"
2144,xas,n m,-adês/-as,cough
2145,xasal,v itr,-ľ/-l,cough
2146,xasavel,v tr,-ď/-d,make sb. cough
2147,xasi,adj,,"true, genuine"
2148,xastreti,adj,,glad
2149,xatîri,n m,-ja/-es,"treatment, attitude"
2150,xavas,n m,-adês/-as,weather
2151,xavďarel,v tr,-ď/-d,feed
2152,xavdźalo,adj m,,insatiable
2153,xazîrdijel,v tr,-ď/-îmê,prepare
2154,xazîri,adj,,ready
2155,xazîrlîdijel,v tr,-ď/-îmê,"store up, lay in"
2156,xazna,n f,-ja/-ja,"treasury, public purse"
2157,xelali,adv mod,,"right, for the benefit of"
